MaarjAM accession number,GenBank accession number,Fungal class,Fungal order,Fungal family,Fungal genus,Fungal species,VTX,Source,Source specify,Host subclass,Host superorder,Host order,Host family,Host genus,Host species,Ecosystem,Biome,Habitat,Climatic zone,Biogeo realm,Soil pH,C content,P content,N content,Altitude (m),Average annual precipitation (mm),Continent,Country,State,Location,Coordinates,Culture code,Forward primer,Reverse primer,Marker region,Sequencing method,Sequencing chemistry,Journal,Year,Title,Authors
ESA00544,EF447240,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,sp.,VTX00039,plant roots,,Magnoliidae,Rosanae,Myrtales,Alzateaceae,Alzatea,verticillata,forest,Tropical moist broadleaf forest,tropical mountain rainforest,tropical,Neotropic,,,,,1950-2180,,South America,Ecuador,Zamora-Chinchipe Province,Reserva Biologica San Francisco,3deg58.00'S 79deg4.00'W,,see notes,see notes,18S rDNA,Sanger,,Mycorrhiza,2007,"Structural characterization and molecular identification of arbuscular mycorrhiza morphotypes of Alzatea verticillata (Alzateaceae), a prominent tree in the tropical mountain rain forest of South Ecuador","Beck, A.; Haug, I.; Oberwinkler, F.; Kottke, I."
ESA00543,EF447242,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,sp.,VTX00039,plant roots,,Magnoliidae,Rosanae,Myrtales,Alzateaceae,Alzatea,verticillata,forest,Tropical moist broadleaf forest,tropical mountain rainforest,tropical,Neotropic,,,,,1950-2180,,South America,Ecuador,Zamora-Chinchipe Province,Reserva Biologica San Francisco,3deg58.00'S 79deg4.00'W,,see notes,see notes,18S rDNA,Sanger,,Mycorrhiza,2007,"Structural characterization and molecular identification of arbuscular mycorrhiza morphotypes of Alzatea verticillata (Alzateaceae), a prominent tree in the tropical mountain rain forest of South Ecuador","Beck, A.; Haug, I.; Oberwinkler, F.; Kottke, I."
MOA04539,EU257509,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,,plant roots,,Magnoliidae,Rosanae,Sapindales,Rutaceae,Phellodendron,amurense,,,hardwood forest station,temperate,Palearctic,,,,,,,Asia,China,,,0deg0.00' 0deg0.00',,NS31-GC,Glo1,18S rDNA,Sanger,,Annals of Microbiology,2012,Molecular detection and community analysis of arbuscular mycorrhizal fungi in the rhizosphere of Phellodendron amurense,"Jie, W.; Cai, B.; Ge, J."
ESA00162,EU332722,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,VTX00255,other,"trap culture, specimen 0911-4",unspecified subclass,,,unspecified family,unspecified genus,unspecified species,anthropogenic,Anthropogenic ecosystem,park,temperate,Palearctic,,,,,,,Asia,South Korea,,"Mokryeon park, Cheongju, Chungbuk",36deg38.00'N 127deg29.00'E,,AML1,AML2,18S rDNA,Sanger,,FEMS Microbiology Ecology,2008,Improved PCR primers for the detection and identification of arbuscular mycorrhizal fungi,"Lee, J.; Lee, S.; Young, J.P.W."
ESA00163,EU332723,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,sp.,VTX00039,other,"trap culture, specimen 0828-4",unspecified subclass,,,unspecified family,unspecified genus,unspecified species,culture,,culture,temperate,Palearctic,,,,,,,Asia,South Korea,,"Mt Gyeryong, Chungnam",36deg21.00'N 127deg13.00'E,,AML1,AML2,18S rDNA,Sanger,,FEMS Microbiology Ecology,2008,Improved PCR primers for the detection and identification of arbuscular mycorrhizal fungi,"Lee, J.; Lee, S.; Young, J.P.W."
ESA00164,EU332724,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,sp.,VTX00039,other,"trap culture, specimen 0715-4",unspecified subclass,,,unspecified family,unspecified genus,unspecified species,culture,,culture,temperate,Palearctic,,,,,,,Asia,South Korea,,"Sangmo, Goesan, Chungbuk",36deg50.00'N 128deg2.00'E,,AML1,AML2,18S rDNA,Sanger,,FEMS Microbiology Ecology,2008,Improved PCR primers for the detection and identification of arbuscular mycorrhizal fungi,"Lee, J.; Lee, S.; Young, J.P.W."
ESA00181,EU332743,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,VTX00049,other,"trap culture, specimen 0904-2",unspecified subclass,,,unspecified family,unspecified genus,unspecified species,forest,Temperate broadleaf & mixed forest,mixed deciduous forest,temperate,Palearctic,,,,,,,Asia,South Korea,,"Bida forest, Jeju",33deg15.00'N 126deg24.00'E,,AML1,AML2,18S rDNA,Sanger,,FEMS Microbiology Ecology,2008,Improved PCR primers for the detection and identification of arbuscular mycorrhizal fungi,"Lee, J.; Lee, S.; Young, J.P.W."
MOA00540,EU340326,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,NF32,VTX00039,plant roots,,Magnoliidae,Asteranae,Lamiales,Oleaceae,Olea,europaea subsp. cuspidata,forest,Tropical dry broadleaf forest,dry afromontane forest,tropical,Afrotropic,,,,,1500-2700,700-1100,Africa,Ethiopia,,,0deg0.00' 0deg0.00',,GlomerWT0,see notes,18S rDNA,Sanger,,Mycological Progress,2009,"Arbuscular mycorrhizal fungal community structures differ between co-occurring tree species of dry Afromontane tropical forest, and their seedlings exhibit potential to trap isolates suited for reforestation","Wubet, T.; Kottke, I.; Teketay, D.; Oberwinkler, F."
MOA04542,EU346867,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,,other,field spores,,,,,,,,,hardwood forest station,temperate,Palearctic,,,,,,,Asia,China,,,0deg0.00' 0deg0.00',,LR1,NDL22,28S rDNA,Sanger,,Annals of Microbiology,2012,Molecular detection and community analysis of arbuscular mycorrhizal fungi in the rhizosphere of Phellodendron amurense,"Jie, W.; Cai, B.; Ge, J."
MOA04545,EU419991,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,,soil,,,,,,,,,,hardwood forest station,temperate,Palearctic,,,,,,,Asia,China,,,0deg0.00' 0deg0.00',,NS31-GC,Glo1,18S rDNA,Sanger,,Annals of Microbiology,2012,Molecular detection and community analysis of arbuscular mycorrhizal fungi in the rhizosphere of Phellodendron amurense,"Jie, W.; Cai, B.; Ge, J."
MOA04547,EU419993,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,,soil,,,,,,,,,,hardwood forest station,temperate,Palearctic,,,,,,,Asia,China,,,0deg0.00' 0deg0.00',,NS31-GC,Glo1,18S rDNA,Sanger,,Annals of Microbiology,2012,Molecular detection and community analysis of arbuscular mycorrhizal fungi in the rhizosphere of Phellodendron amurense,"Jie, W.; Cai, B.; Ge, J."
MOA04551,EU428757,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,,soil,,,,,,,,,,hardwood forest station,temperate,Palearctic,,,,,,,Asia,China,,,0deg0.00' 0deg0.00',,NS31-GC,Glo1,18S rDNA,Sanger,,Annals of Microbiology,2012,Molecular detection and community analysis of arbuscular mycorrhizal fungi in the rhizosphere of Phellodendron amurense,"Jie, W.; Cai, B.; Ge, J."
MOA04552,EU428758,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,,soil,,,,,,,,,,hardwood forest station,temperate,Palearctic,,,,,,,Asia,China,,,0deg0.00' 0deg0.00',,NS31-GC,Glo1,18S rDNA,Sanger,,Annals of Microbiology,2012,Molecular detection and community analysis of arbuscular mycorrhizal fungi in the rhizosphere of Phellodendron amurense,"Jie, W.; Cai, B.; Ge, J."
MOA04553,EU428760,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,,soil,,,,,,,,,,hardwood forest station,temperate,Palearctic,,,,,,,Asia,China,,,0deg0.00' 0deg0.00',,NS31-GC,Glo1,18S rDNA,Sanger,,Annals of Microbiology,2012,Molecular detection and community analysis of arbuscular mycorrhizal fungi in the rhizosphere of Phellodendron amurense,"Jie, W.; Cai, B.; Ge, J."
ESA01503,EU573733,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,Schechter08 Scut1,VTX00052,plant roots,,Magnoliidae,Asteranae,Lamiales,Plantaginaceae,Collinsia,sparsiflora,grassland,Subtropical grasslands & savannas,serpentine soil,subtropical,Nearctic,7.0-7.35,,2.0-5.25 ppm (Weak Bray),1.5-2.5 ppm (NO3),,,North America,USA,California,Donald and Sylvia McLaughlin Reserve,35deg34.13'N 116deg10.42'W,,NS31,AM1,18S rDNA,Sanger,,Molecular Ecology,2008,Serpentine and non-serpentine ecotypes of Collinsia sparsiflora associate with distinct arbuscular mycorrhizal fungal assemblages,"Schechter, S.P.; Bruns, T.D."
ESA01504,EU573739,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,Schechter08 Scut1,VTX00052,plant roots,,Magnoliidae,Asteranae,Lamiales,Plantaginaceae,Collinsia,sparsiflora,grassland,Subtropical grasslands & savannas,serpentine soil,subtropical,Nearctic,7.0-7.35,,2.0-5.25 ppm (Weak Bray),1.5-2.5 ppm (NO3),,,North America,USA,California,Donald and Sylvia McLaughlin Reserve,35deg34.13'N 116deg10.42'W,,NS31,AM1,18S rDNA,Sanger,,Molecular Ecology,2008,Serpentine and non-serpentine ecotypes of Collinsia sparsiflora associate with distinct arbuscular mycorrhizal fungal assemblages,"Schechter, S.P.; Bruns, T.D."
ESA01510,EU573761,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,Schechter08 Scut1,VTX00052,plant roots,,Magnoliidae,Asteranae,Lamiales,Plantaginaceae,Collinsia,sparsiflora,grassland,Subtropical grasslands & savannas,non-serpentine soil,subtropical,Nearctic,6.1-6.5,,7.0-43.7 ppm (Weak Bray),2.5-7.2 ppm (NO3),,,North America,USA,California,Donald and Sylvia McLaughlin Reserve,35deg34.13'N 116deg10.42'W,,NS31,AM1,18S rDNA,Sanger,,Molecular Ecology,2008,Serpentine and non-serpentine ecotypes of Collinsia sparsiflora associate with distinct arbuscular mycorrhizal fungal assemblages,"Schechter, S.P.; Bruns, T.D."
MOA00617,FJ009671,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,calospora,VTX00052,other,source unclear,unspecified subclass,,,,,,culture,Unspecified biome,culture,,,,,,,,,,,,,0deg0.00' 0deg0.00',,see notes,see notes,18S rDNA,Sanger,,Taiwan Journal of Forest Science,2006,Detection of Taiwania mycorrhizal fungi with nested PCR,"Yen, C.H.; Wu, F.S.; Wang, H."
MOA00616,FJ009672,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,calospora,VTX00049,other,source unclear,unspecified subclass,,,,,,culture,Unspecified biome,culture,,,,,,,,,,,,,0deg0.00' 0deg0.00',,see notes,see notes,18S rDNA,Sanger,,Taiwan Journal of Forest Science,2006,Detection of Taiwania mycorrhizal fungi with nested PCR,"Yen, C.H.; Wu, F.S.; Wang, H."
ESA02538,FJ194499,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,ORVIN SCUT1,VTX00049,plant roots,,Magnoliidae,Rosanae,Vitales,Vitaceae,Vitis,vinifera,anthropogenic,Anthropogenic ecosystem,vineyard,temperate,Nearctic,5.3-6.3,,,,70-274,,North America,USA,Oregon,Willamette Valley,44deg53.00'N 123deg2.00'W,,NS31,AM1,18S rDNA,Sanger,,Mycologia,2009,The diversity of arbuscular mycorrhizal fungi amplified from grapevine roots (Vitis vinifera L.) in Oregon vineyards is seasonally stable and influenced by soil and vine age,"Schreiner, R.P.; Mihara, K.L."
TJA00662,FJ827129,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,B5,VTX00039,soil,,,,,,,,anthropogenic,Anthropogenic ecosystem,arable field,temperate,Nearctic,5.8,22.7 g kg-1 (organic C),12 mg kg-1 (Olsen P),1.95 g kg-1 (total N),,,North America,Canada,Ontario,Woodslee,42deg13.00'N 82deg44.00'W,,AM1,NS31-GC,18S rDNA,Sanger,,Mycorrhiza,2013,Various forms of organic and inorganic P fertilizers did not negatively affect soil- and root-inhabiting AM fungi in a maize-soybean rotation system,"Beauregard, M. S.; Gauthier, M. P.; Hamel, C.; Zhang, T.; Welacky, T.; Tan, C.S.; St-Arnaud, M."
MOA00541,FJ831665,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,NF32,VTX00039,plant roots,,Magnoliidae,Asteranae,Lamiales,Oleaceae,Olea,europaea subsp. cuspidata,forest,Tropical dry broadleaf forest,dry afromontane forest,tropical,Afrotropic,,,,,1500-2700,700-1100,Africa,Ethiopia,,,0deg0.00' 0deg0.00',,GlomerWT0,see notes,18S rDNA,Sanger,,Mycological Progress,2009,"Arbuscular mycorrhizal fungal community structures differ between co-occurring tree species of dry Afromontane tropical forest, and their seedlings exhibit potential to trap isolates suited for reforestation","Wubet, T.; Kottke, I.; Teketay, D.; Oberwinkler, F."
MOA00237,FJ875120,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,sp.,VTX00039,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Avenula,sulcata,shrubland,deserts and xeric shrublands,non-serpentine soil,subtropical,Palearctic,5.38,3.61%,8.25 ppm,0.26%,,,Europe,Portugal,Braganca,"Braganca, Tras-os-Montes",41deg45.47'N 6deg49.56'W,,NS31,AM1,18S rDNA,Sanger,,Plant and Soil ,2010,Serpentine soil has little influence on the root-associated microbial community composition of the serpentine tolerant grass species Avenula sulcata,"Fitzsimons, M.S.; Miller, R.M."
MOA00244,FJ875121,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,VTX00049,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Avenula,sulcata,shrubland,deserts and xeric shrublands,serpentine soil,subtropical,Palearctic,6.15,2.82%,8.75 ppm,0.23%,,,Europe,Portugal,Braganca,"Braganca, Tras-os-Montes",41deg45.54'N 6deg50.59'W,,NS31,AM1,18S rDNA,Sanger,,Plant and Soil ,2010,Serpentine soil has little influence on the root-associated microbial community composition of the serpentine tolerant grass species Avenula sulcata,"Fitzsimons, M.S.; Miller, R.M."
MOA06622,FM206337,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,stWAGi1,,plant roots,,Magnoliidae,Lilianae,Dioscoreales,Dioscoreaceae,Dioscorea,rotundata,anthropogenic,Anthropogenic ecosystem,field,tropical,Afrotropic,,,,,400,1000-1200,Africa,Benin,Collines,Toui Vap,8deg43.00'N 2deg40.00'E,,see notes,see notes,18S rDNA+ITS,Sanger,,Mycorrhiza,2009,"Promiscuous arbuscular mycorrhizal symbiosis of yam (Dioscorea spp.), a key staple crop in West Africa","Tchabi, A.; Burger, S.; Coyne, D.; Hountondji, F.; Lawouin, L.; Wiemken, A.; Oehl, F."
MOA06623,FM206338,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,stWAGi1,,plant roots,,Magnoliidae,Lilianae,Dioscoreales,Dioscoreaceae,Dioscorea,rotundata,anthropogenic,Anthropogenic ecosystem,field,tropical,Afrotropic,,,,,400,1000-1200,Africa,Benin,Collines,Toui Vap,8deg43.00'N 2deg40.00'E,,see notes,see notes,18S rDNA+ITS,Sanger,,Mycorrhiza,2009,"Promiscuous arbuscular mycorrhizal symbiosis of yam (Dioscorea spp.), a key staple crop in West Africa","Tchabi, A.; Burger, S.; Coyne, D.; Hountondji, F.; Lawouin, L.; Wiemken, A.; Oehl, F."
MOA06624,FM206339,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,stWARa3,,plant roots,,Magnoliidae,Lilianae,Dioscoreales,Dioscoreaceae,Dioscorea,rotundata,anthropogenic,Anthropogenic ecosystem,field,tropical,Afrotropic,,,,,400,1000-1200,Africa,Benin,Collines,Toui Vap,8deg43.00'N 2deg40.00'E,,see notes,see notes,18S rDNA+ITS,Sanger,,Mycorrhiza,2009,"Promiscuous arbuscular mycorrhizal symbiosis of yam (Dioscorea spp.), a key staple crop in West Africa","Tchabi, A.; Burger, S.; Coyne, D.; Hountondji, F.; Lawouin, L.; Wiemken, A.; Oehl, F."
MOA06625,FM206340,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,stWARa3,,plant roots,,Magnoliidae,Lilianae,Dioscoreales,Dioscoreaceae,Dioscorea,rotundata,anthropogenic,Anthropogenic ecosystem,field,tropical,Afrotropic,,,,,400,1000-1200,Africa,Benin,Collines,Toui Vap,8deg43.00'N 2deg40.00'E,,see notes,see notes,18S rDNA+ITS,Sanger,,Mycorrhiza,2009,"Promiscuous arbuscular mycorrhizal symbiosis of yam (Dioscorea spp.), a key staple crop in West Africa","Tchabi, A.; Burger, S.; Coyne, D.; Hountondji, F.; Lawouin, L.; Wiemken, A.; Oehl, F."
MOA06626,FM206341,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,stWARa2,,plant roots,,Magnoliidae,Lilianae,Dioscoreales,Dioscoreaceae,Dioscorea,rotundata,anthropogenic,Anthropogenic ecosystem,field,tropical,Afrotropic,,,,,400,1000-1200,Africa,Benin,Collines,Toui Vap,8deg43.00'N 2deg40.00'E,,see notes,see notes,18S rDNA+ITS,Sanger,,Mycorrhiza,2009,"Promiscuous arbuscular mycorrhizal symbiosis of yam (Dioscorea spp.), a key staple crop in West Africa","Tchabi, A.; Burger, S.; Coyne, D.; Hountondji, F.; Lawouin, L.; Wiemken, A.; Oehl, F."
MOA06627,FM206342,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,stWARa2,,plant roots,,Magnoliidae,Lilianae,Dioscoreales,Dioscoreaceae,Dioscorea,rotundata,anthropogenic,Anthropogenic ecosystem,field,tropical,Afrotropic,,,,,400,1000-1200,Africa,Benin,Collines,Toui Vap,8deg43.00'N 2deg40.00'E,,see notes,see notes,18S rDNA+ITS,Sanger,,Mycorrhiza,2009,"Promiscuous arbuscular mycorrhizal symbiosis of yam (Dioscorea spp.), a key staple crop in West Africa","Tchabi, A.; Burger, S.; Coyne, D.; Hountondji, F.; Lawouin, L.; Wiemken, A.; Oehl, F."
MOA06628,FM206343,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,stWACe1a,,plant roots,,Magnoliidae,Lilianae,Dioscoreales,Dioscoreaceae,Dioscorea,rotundata,anthropogenic,Anthropogenic ecosystem,field,tropical,Afrotropic,,,,,400,1000-1200,Africa,Benin,Collines,Toui Vap,8deg43.00'N 2deg40.00'E,,see notes,see notes,18S rDNA+ITS,Sanger,,Mycorrhiza,2009,"Promiscuous arbuscular mycorrhizal symbiosis of yam (Dioscorea spp.), a key staple crop in West Africa","Tchabi, A.; Burger, S.; Coyne, D.; Hountondji, F.; Lawouin, L.; Wiemken, A.; Oehl, F."
MOA06629,FM206344,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,stWACe1b,,plant roots,,Magnoliidae,Lilianae,Dioscoreales,Dioscoreaceae,Dioscorea,rotundata,anthropogenic,Anthropogenic ecosystem,field,tropical,Afrotropic,,,,,400,1000-1200,Africa,Benin,Collines,Toui Vap,8deg43.00'N 2deg40.00'E,,see notes,see notes,18S rDNA+ITS,Sanger,,Mycorrhiza,2009,"Promiscuous arbuscular mycorrhizal symbiosis of yam (Dioscorea spp.), a key staple crop in West Africa","Tchabi, A.; Burger, S.; Coyne, D.; Hountondji, F.; Lawouin, L.; Wiemken, A.; Oehl, F."
MOA06630,FM206345,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,stWARa4,,plant roots,,Magnoliidae,Lilianae,Dioscoreales,Dioscoreaceae,Dioscorea,rotundata,anthropogenic,Anthropogenic ecosystem,field,tropical,Afrotropic,,,,,400,1000-1200,Africa,Benin,Collines,Toui Vap,8deg43.00'N 2deg40.00'E,,see notes,see notes,18S rDNA+ITS,Sanger,,Mycorrhiza,2009,"Promiscuous arbuscular mycorrhizal symbiosis of yam (Dioscorea spp.), a key staple crop in West Africa","Tchabi, A.; Burger, S.; Coyne, D.; Hountondji, F.; Lawouin, L.; Wiemken, A.; Oehl, F."
MOA00480,FM212920,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,dipurpurescens,VTX00049,other,field collected spores,unspecified subclass,,,,,,shrubland,Subtropical shrubland,maquis,subtropical,Palearctic,8.0-8.3,5.1-13.7% (organic C),26.1-44.8 mh kg-1 (Olsen P),0.41-0.92% (organic N),,,Europe,Italy,Tuscany,"Punta Libeccio, Pianosa Island",42deg34.00'N 10deg4.00'E,,GeoA2,Geo11,18S rDNA,Sanger,,Biology and Fertility of Soils,2010,"Arbuscular mycorrhizal fungi of a Mediterranean island (Pianosa), within a UNESCO Biosphere Reserve","Turrini, A.; Sbrana, C.; Strani, P.; Pezzarossa, B.; Risaliti, R.; Giovannetti, M."
MOA00477,FM212925,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,dipurpurescens,VTX00049,other,field collected spores,unspecified subclass,,,,,,shrubland,Subtropical shrubland,maquis,subtropical,Palearctic,8.0-8.3,5.1-13.7% (organic C),26.1-44.8 mh kg-1 (Olsen P),0.41-0.92% (organic N),,,Europe,Italy,Tuscany,"Punta Libeccio, Pianosa Island",42deg34.00'N 10deg4.00'E,,GeoA2,Geo11,18S rDNA,Sanger,,Biology and Fertility of Soils,2010,"Arbuscular mycorrhizal fungi of a Mediterranean island (Pianosa), within a UNESCO Biosphere Reserve","Turrini, A.; Sbrana, C.; Strani, P.; Pezzarossa, B.; Risaliti, R.; Giovannetti, M."
MOA00478,FM212926,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,dipurpurescens,VTX00049,other,field collected spores,unspecified subclass,,,,,,shrubland,Subtropical shrubland,maquis,subtropical,Palearctic,8.0-8.3,5.1-13.7% (organic C),26.1-44.8 mh kg-1 (Olsen P),0.41-0.92% (organic N),,,Europe,Italy,Tuscany,"Punta Libeccio, Pianosa Island",42deg34.00'N 10deg4.00'E,,GeoA2,Geo11,18S rDNA,Sanger,,Biology and Fertility of Soils,2010,"Arbuscular mycorrhizal fungi of a Mediterranean island (Pianosa), within a UNESCO Biosphere Reserve","Turrini, A.; Sbrana, C.; Strani, P.; Pezzarossa, B.; Risaliti, R.; Giovannetti, M."
MOA00479,FM212927,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,dipurpurescens,VTX00049,other,field collected spores,unspecified subclass,,,,,,shrubland,Subtropical shrubland,maquis,subtropical,Palearctic,8.0-8.3,5.1-13.7% (organic C),26.1-44.8 mh kg-1 (Olsen P),0.41-0.92% (organic N),,,Europe,Italy,Tuscany,"Punta Libeccio, Pianosa Island",42deg34.00'N 10deg4.00'E,,GeoA2,Geo11,18S rDNA,Sanger,,Biology and Fertility of Soils,2010,"Arbuscular mycorrhizal fungi of a Mediterranean island (Pianosa), within a UNESCO Biosphere Reserve","Turrini, A.; Sbrana, C.; Strani, P.; Pezzarossa, B.; Risaliti, R.; Giovannetti, M."
MOA03893,FM876799,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,sp. W2992,,other,field spores,,,,,,unspecified species,,,,subtropical,Neotropic,,,,,,,South America,Argentina,Buenos Aires,Tres Arroyos,38deg23.00'S 60deg17.00'W,W2992,SSUmAf2,LR4+2,18S rDNA+ITS+28S rDNA,Sanger,,New Phytologist,2009,DNA-based species level detection of Glomeromycota: one PCR primer set for all arbuscular mycorrhizal fungi,"Kruger, M.; Stockinger, H.; Kruger, C.; Schussler, A."
MOA03892,FM876801,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,sp. W2992,,other,field spores,,,,,,,,,,subtropical,Neotropic,,,,,,,South America,Argentina,Buenos Aires,Tres Arroyos,38deg23.00'S 60deg17.00'W,W2992,SSUmAf2,LR4+2,18S rDNA+ITS+28S rDNA,Sanger,,New Phytologist,2009,DNA-based species level detection of Glomeromycota: one PCR primer set for all arbuscular mycorrhizal fungi,"Kruger, M.; Stockinger, H.; Kruger, C.; Schussler, A."
MOA03891,FM876803,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,sp. W2992,,other,field spores,,,,,,,,,,subtropical,Neotropic,,,,,,,South America,Argentina,Buenos Aires,Tres Arroyos,38deg23.00'S 60deg17.00'W,W2992,SSUmAf2,LR4+2,18S rDNA+ITS+28S rDNA,Sanger,,New Phytologist,2009,DNA-based species level detection of Glomeromycota: one PCR primer set for all arbuscular mycorrhizal fungi,"Kruger, M.; Stockinger, H.; Kruger, C.; Schussler, A."
MOA03874,FM876833,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,nodosa,,cultured spores,,,,,,,,culture,,culture,,Australasia,,,,,,,Oceania,New Zealand,,,0deg0.00' 0deg0.00',BEG4,SSUmAf1,LR4+2,18S rDNA+ITS+28S rDNA,Sanger,,New Phytologist,2009,DNA-based species level detection of Glomeromycota: one PCR primer set for all arbuscular mycorrhizal fungi,"Kruger, M.; Stockinger, H.; Kruger, C.; Schussler, A."
MOA03873,FM876834,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,nodosa,,cultured spores,,,,,,,,culture,,culture,,Australasia,,,,,,,Oceania,New Zealand,,,0deg0.00' 0deg0.00',BEG4,SSUmAf2,LR4+2,18S rDNA+ITS+28S rDNA,Sanger,,New Phytologist,2009,DNA-based species level detection of Glomeromycota: one PCR primer set for all arbuscular mycorrhizal fungi,"Kruger, M.; Stockinger, H.; Kruger, C.; Schussler, A."
MOA03872,FM876835,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,nodosa,,cultured spores,,,,,,,,culture,,culture,,Australasia,,,,,,,Oceania,New Zealand,,,0deg0.00' 0deg0.00',BEG4,SSUmAf1,LR4+2,18S rDNA+ITS+28S rDNA,Sanger,,New Phytologist,2009,DNA-based species level detection of Glomeromycota: one PCR primer set for all arbuscular mycorrhizal fungi,"Kruger, M.; Stockinger, H.; Kruger, C.; Schussler, A."
MOA03871,FM876836,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,nodosa,,cultured spores,,,,,,,,culture,,culture,,Australasia,,,,,,,Oceania,New Zealand,,,0deg0.00' 0deg0.00',BEG4,SSUmAf2,LR4+2,18S rDNA+ITS+28S rDNA,Sanger,,New Phytologist,2009,DNA-based species level detection of Glomeromycota: one PCR primer set for all arbuscular mycorrhizal fungi,"Kruger, M.; Stockinger, H.; Kruger, C.; Schussler, A."
MOA03854,FM876837,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,heterogama,,cultured spores,,,,,,,,culture,,culture,,Nearctic,,,,,,,North America,USA,,,0deg0.00' 0deg0.00',BEG35,SSUmAf2,LR4+2,18S rDNA+ITS+28S rDNA,Sanger,,New Phytologist,2009,DNA-based species level detection of Glomeromycota: one PCR primer set for all arbuscular mycorrhizal fungi,"Kruger, M.; Stockinger, H.; Kruger, C.; Schussler, A."
MOA03853,FM876838,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,heterogama,,cultured spores,,,,,,,,culture,,culture,,Nearctic,,,,,,,North America,USA,,,0deg0.00' 0deg0.00',BEG35,SSUmAf1,LR4+2,18S rDNA+ITS+28S rDNA,Sanger,,New Phytologist,2009,DNA-based species level detection of Glomeromycota: one PCR primer set for all arbuscular mycorrhizal fungi,"Kruger, M.; Stockinger, H.; Kruger, C.; Schussler, A."
MOA03852,FM876839,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,heterogama,,cultured spores,,,,,,,,culture,,culture,,Nearctic,,,,,,,North America,USA,,,0deg0.00' 0deg0.00',BEG35,SSUmAf2,LR4+2,18S rDNA+ITS+28S rDNA,Sanger,,New Phytologist,2009,DNA-based species level detection of Glomeromycota: one PCR primer set for all arbuscular mycorrhizal fungi,"Kruger, M.; Stockinger, H.; Kruger, C.; Schussler, A."
