MaarjAM accession number,GenBank accession number,Fungal class,Fungal order,Fungal family,Fungal genus,Fungal species,VTX,Source,Source specify,Host subclass,Host superorder,Host order,Host family,Host genus,Host species,Ecosystem,Biome,Habitat,Climatic zone,Biogeo realm,Soil pH,C content,P content,N content,Altitude (m),Average annual precipitation (mm),Continent,Country,State,Location,Coordinates,Culture code,Forward primer,Reverse primer,Marker region,Sequencing method,Sequencing chemistry,Journal,Year,Title,Authors
MOA26245,HG976621,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Galeobdolon,luteum,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA26246,HG976622,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,plant roots,,Magnoliidae,Rosanae,Geraniales,Geraniaceae,Geranium,pratense,successional,Azonal & successional,clearcut,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru 2,58deg58.00'N 26deg7.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA26247,HG976623,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,plant roots,,Magnoliidae,Asteranae,Lamiales,Plantaginaceae,Veronica,chamaedrys,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA05197,HM037692,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,soil,field soil,,,,,,,anthropogenic,Anthropogenic ecosystem,arable field,temperate,Palearctic,,,,,,,Europe,Netherlands,,,0deg0.00' 0deg0.00',,FLR3,FLR4,28S rDNA,Sanger,,Soil Biology and Biochemistry,2010,"In situ dynamics of soil fungal communities under different genotypes of potato, including a genetically modified cultivar","Hannula, S.E.; de Boer, W.; van Veen, J.A."
MOA05202,HM037693,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,soil,field soil,,,,,,,anthropogenic,Anthropogenic ecosystem,arable field,temperate,Palearctic,,,,,,,Europe,Netherlands,,,0deg0.00' 0deg0.00',,FLR3,FLR4,28S rDNA,Sanger,,Soil Biology and Biochemistry,2010,"In situ dynamics of soil fungal communities under different genotypes of potato, including a genetically modified cultivar","Hannula, S.E.; de Boer, W.; van Veen, J.A."
MOA05203,HM037695,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,soil,field soil,,,,,,,anthropogenic,Anthropogenic ecosystem,arable field,temperate,Palearctic,,,,,,,Europe,Netherlands,,,0deg0.00' 0deg0.00',,FLR3,FLR4,28S rDNA,Sanger,,Soil Biology and Biochemistry,2010,"In situ dynamics of soil fungal communities under different genotypes of potato, including a genetically modified cultivar","Hannula, S.E.; de Boer, W.; van Veen, J.A."
MOA05194,HM037698,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,soil,field soil,,,,,,,anthropogenic,Anthropogenic ecosystem,arable field,temperate,Palearctic,,,,,,,Europe,Netherlands,,,0deg0.00' 0deg0.00',,FLR3,FLR4,28S rDNA,Sanger,,Soil Biology and Biochemistry,2010,"In situ dynamics of soil fungal communities under different genotypes of potato, including a genetically modified cultivar","Hannula, S.E.; de Boer, W.; van Veen, J.A."
MOA02424,HM051325,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Para 1,,plant roots,plant roots from trap culture,Magnoliidae,Rosanae,Fabales,Fabaceae,Trifolium ,repens,anthropogenic,Anthropogenic ecosystem,Conventional rice field,subtropical,Palearctic,6.35,1.69% (Total organic C),272 ppm (available),1.63 g/Kg (Total N),,465,Europe,Italy,Lombardy,Pavia,45deg12.00'N 9deg7.00'E,,ARCH1311,NS8,18S rDNA+ITS,Sanger,,Ecological Applications,2011,Different farming and water regimes in Italian rice fields affect arbuscular mycorrhizal fungal soil communities,"Lumini, E.; Vallino, M.; Alguacil, M. M.; Romani, M.; Bianciotto, V."
MOA02425,HM051326,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,plant roots,plant roots from trap culture,Magnoliidae,Rosanae,Fabales,Fabaceae,Trifolium ,repens,anthropogenic,Anthropogenic ecosystem,Conventional rice field,subtropical,Palearctic,6.35,1.69% (Total organic C),272 ppm (available),1.63 g/Kg (Total N),,465,Europe,Italy,Lombardy,Pavia,45deg12.00'N 9deg7.00'E,,ARCH1311,NS8,18S rDNA+ITS,Sanger,,Ecological Applications,2011,Different farming and water regimes in Italian rice fields affect arbuscular mycorrhizal fungal soil communities,"Lumini, E.; Vallino, M.; Alguacil, M. M.; Romani, M.; Bianciotto, V."
MOA02428,HM051332,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Para 2,,plant roots,plant roots from trap culture,Magnoliidae,Rosanae,Fabales,Fabaceae,Trifolium ,repens,anthropogenic,Anthropogenic ecosystem,Organic rice field,subtropical,Palearctic,5.74,0.89% (Total organic C),161 ppm (available),0.90 g/Kg (Total N),,465,Europe,Italy,Lombardy,Pavia,45deg12.00'N 9deg7.00'E,,ARCH1311,NS8,18S rDNA+ITS,Sanger,,Ecological Applications,2011,Different farming and water regimes in Italian rice fields affect arbuscular mycorrhizal fungal soil communities,"Lumini, E.; Vallino, M.; Alguacil, M. M.; Romani, M.; Bianciotto, V."
MOA02429,HM051334,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Para 2,,plant roots,plant roots from trap culture,Magnoliidae,Rosanae,Fabales,Fabaceae,Trifolium ,repens,anthropogenic,Anthropogenic ecosystem,Organic rice field,subtropical,Palearctic,5.74,0.89% (Total organic C),161 ppm (available),0.90 g/Kg (Total N),,465,Europe,Italy,Lombardy,Pavia,45deg12.00'N 9deg7.00'E,,ARCH1311,NS8,18S rDNA+ITS,Sanger,,Ecological Applications,2011,Different farming and water regimes in Italian rice fields affect arbuscular mycorrhizal fungal soil communities,"Lumini, E.; Vallino, M.; Alguacil, M. M.; Romani, M.; Bianciotto, V."
MOA01205,HM215625,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,soil,"no tilled, no fertilized soil sample",,,,,,,anthropogenic,Anthropogenic ecosystem,maize field,subtropical,Palearctic,,,,,100,700,Europe,Italy,Marche,"Agugliano, P. Rosati Experimental Agriculture Station",43deg32.00'N 13deg22.00'E,,GOCC56,GOCC427,ITS,Sanger,,Biology and Fertility of Soils,2012,Effects of different management practices on arbuscular mycorrhizal fungal diversity in maize fields by a molecular approach,"Borriello, R.; Lumini, E.; Girlanda, M.; Bonfante, P.; Bianciotto, V."
MOA01206,HM215626,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,soil,"no tilled, no fertilized soil sample",,,,,,,anthropogenic,Anthropogenic ecosystem,maize field,subtropical,Palearctic,,,,,100,700,Europe,Italy,Marche,"Agugliano, P. Rosati Experimental Agriculture Station",43deg32.00'N 13deg22.00'E,,GOCC56,GOCC427,ITS,Sanger,,Biology and Fertility of Soils,2012,Effects of different management practices on arbuscular mycorrhizal fungal diversity in maize fields by a molecular approach,"Borriello, R.; Lumini, E.; Girlanda, M.; Bonfante, P.; Bianciotto, V."
MOA01207,HM215627,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,soil,"no tilled, no fertilized soil sample",,,,,,,anthropogenic,Anthropogenic ecosystem,maize field,subtropical,Palearctic,,,,,100,700,Europe,Italy,Marche,"Agugliano, P. Rosati Experimental Agriculture Station",43deg32.00'N 13deg22.00'E,,GOCC56,GOCC427,ITS,Sanger,,Biology and Fertility of Soils,2012,Effects of different management practices on arbuscular mycorrhizal fungal diversity in maize fields by a molecular approach,"Borriello, R.; Lumini, E.; Girlanda, M.; Bonfante, P.; Bianciotto, V."
MOA01208,HM215628,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,soil,"no tilled, no fertilized soil sample",,,,,,,anthropogenic,Anthropogenic ecosystem,maize field,subtropical,Palearctic,,,,,100,700,Europe,Italy,Marche,"Agugliano, P. Rosati Experimental Agriculture Station",43deg32.00'N 13deg22.00'E,,GOCC56,GOCC427,ITS,Sanger,,Biology and Fertility of Soils,2012,Effects of different management practices on arbuscular mycorrhizal fungal diversity in maize fields by a molecular approach,"Borriello, R.; Lumini, E.; Girlanda, M.; Bonfante, P.; Bianciotto, V."
MOA01209,HM215629,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,soil,"no tilled, no fertilized soil sample",,,,,,,anthropogenic,Anthropogenic ecosystem,maize field,subtropical,Palearctic,,,,,100,700,Europe,Italy,Marche,"Agugliano, P. Rosati Experimental Agriculture Station",43deg32.00'N 13deg22.00'E,,GOCC56,GOCC427,ITS,Sanger,,Biology and Fertility of Soils,2012,Effects of different management practices on arbuscular mycorrhizal fungal diversity in maize fields by a molecular approach,"Borriello, R.; Lumini, E.; Girlanda, M.; Bonfante, P.; Bianciotto, V."
MOA01210,HM215630,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,soil,"no tilled, nitrogen fertilized soil sample",,,,,,,anthropogenic,Anthropogenic ecosystem,maize field,subtropical,Palearctic,,,,,100,700,Europe,Italy,Marche,"Agugliano, P. Rosati Experimental Agriculture Station",43deg32.00'N 13deg22.00'E,,GOCC56,GOCC427,ITS,Sanger,,Biology and Fertility of Soils,2012,Effects of different management practices on arbuscular mycorrhizal fungal diversity in maize fields by a molecular approach,"Borriello, R.; Lumini, E.; Girlanda, M.; Bonfante, P.; Bianciotto, V."
MOA01211,HM215631,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,soil,"no tilled, nitrogen fertilized soil sample",,,,,,,anthropogenic,Anthropogenic ecosystem,maize field,subtropical,Palearctic,,,,,100,700,Europe,Italy,Marche,"Agugliano, P. Rosati Experimental Agriculture Station",43deg32.00'N 13deg22.00'E,,GOCC56,GOCC427,ITS,Sanger,,Biology and Fertility of Soils,2012,Effects of different management practices on arbuscular mycorrhizal fungal diversity in maize fields by a molecular approach,"Borriello, R.; Lumini, E.; Girlanda, M.; Bonfante, P.; Bianciotto, V."
MOA01212,HM215633,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,soil,"no tilled, nitrogen fertilized soil sample",,,,,,,anthropogenic,Anthropogenic ecosystem,maize field,subtropical,Palearctic,,,,,100,700,Europe,Italy,Marche,"Agugliano, P. Rosati Experimental Agriculture Station",43deg32.00'N 13deg22.00'E,,GOCC56,GOCC427,ITS,Sanger,,Biology and Fertility of Soils,2012,Effects of different management practices on arbuscular mycorrhizal fungal diversity in maize fields by a molecular approach,"Borriello, R.; Lumini, E.; Girlanda, M.; Bonfante, P.; Bianciotto, V."
MOA01213,HM215634,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,soil,"tilled, no fertilized soil sample",,,,,,,anthropogenic,Anthropogenic ecosystem,maize field,subtropical,Palearctic,,,,,100,700,Europe,Italy,Marche,"Agugliano, P. Rosati Experimental Agriculture Station",43deg32.00'N 13deg22.00'E,,GOCC56,GOCC427,ITS,Sanger,,Biology and Fertility of Soils,2012,Effects of different management practices on arbuscular mycorrhizal fungal diversity in maize fields by a molecular approach,"Borriello, R.; Lumini, E.; Girlanda, M.; Bonfante, P.; Bianciotto, V."
MOA01214,HM215635,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,soil,"tilled, no fertilized soil sample",,,,,,,anthropogenic,Anthropogenic ecosystem,maize field,subtropical,Palearctic,,,,,100,700,Europe,Italy,Marche,"Agugliano, P. Rosati Experimental Agriculture Station",43deg32.00'N 13deg22.00'E,,GOCC56,GOCC427,ITS,Sanger,,Biology and Fertility of Soils,2012,Effects of different management practices on arbuscular mycorrhizal fungal diversity in maize fields by a molecular approach,"Borriello, R.; Lumini, E.; Girlanda, M.; Bonfante, P.; Bianciotto, V."
MOA01215,HM215636,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,soil,"tilled, no fertilized soil sample",,,,,,,anthropogenic,Anthropogenic ecosystem,maize field,subtropical,Palearctic,,,,,100,700,Europe,Italy,Marche,"Agugliano, P. Rosati Experimental Agriculture Station",43deg32.00'N 13deg22.00'E,,GOCC56,GOCC427,ITS,Sanger,,Biology and Fertility of Soils,2012,Effects of different management practices on arbuscular mycorrhizal fungal diversity in maize fields by a molecular approach,"Borriello, R.; Lumini, E.; Girlanda, M.; Bonfante, P.; Bianciotto, V."
MOA01216,HM215637,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,soil,"tilled, no fertilized soil sample",,,,,,,anthropogenic,Anthropogenic ecosystem,maize field,subtropical,Palearctic,,,,,100,700,Europe,Italy,Marche,"Agugliano, P. Rosati Experimental Agriculture Station",43deg32.00'N 13deg22.00'E,,GOCC56,GOCC427,ITS,Sanger,,Biology and Fertility of Soils,2012,Effects of different management practices on arbuscular mycorrhizal fungal diversity in maize fields by a molecular approach,"Borriello, R.; Lumini, E.; Girlanda, M.; Bonfante, P.; Bianciotto, V."
MOA01217,HM215638,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,plant roots,"tilled, nitrogen fertilized Zea mays roots",Magnoliidae,Lilianae,Poales,Poaceae,Zea,mays,anthropogenic,Anthropogenic ecosystem,maize field,subtropical,Palearctic,,,,,100,700,Europe,Italy,Marche,"Agugliano, P. Rosati Experimental Agriculture Station",43deg32.00'N 13deg22.00'E,,GOCC56,GOCC427,ITS,Sanger,,Biology and Fertility of Soils,2012,Effects of different management practices on arbuscular mycorrhizal fungal diversity in maize fields by a molecular approach,"Borriello, R.; Lumini, E.; Girlanda, M.; Bonfante, P.; Bianciotto, V."
MOA05719,HM240238,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,soil,,,,,,,,grassland,Subtropical grasslands & savannas,meadow,subtropical,Nearctic,,,,,,2160,North America,USA,California,"Branscomb, Angelo Coast Range Reserve",39deg65.00'N 123deg62.00'W,,ITS1F,ITS4,ITS,Sanger,,Global Change Biology ,2011,Fungal community responses to precipitation,"Hawkes, C. V.; Kivlin, S. N.; Rocca, J. D.; Huguet, V.; Thomsen, M. A.; Suttle, K. B."
MOA00258,HQ323462,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,VTX00281,other,soil and roots,unspecified subclass,,,,,,anthropogenic,Anthropogenic ecosystem,community garden,temperate,Nearctic,,,,,,,North America,Canada,Quebec,Montreal,45deg34.00'N 73deg34.00'W,,see notes,see notes,18S rDNA,Sanger,,Molecular Ecology,2011,Molecular biodiversity of arbuscular mycorrhizal fungi in trace metal-polluted soils,"Hassan, S.D.; Boon, E.; St-Arnaud, M.; Hijri, I."
MOA00404,HQ657114,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus1,VTX00281,plant roots,,Magnoliidae,Rosanae,Rosales,Rosaceae,Fragaria,x ananassa,anthropogenic,Anthropogenic ecosystem,pot experiment with arable field soil,temperate,Palearctic,6.36,2.1%,181 mg kg-1 (easily soluble P),0.17%,,,Europe,Sweden,Skane County,Kristianstad,56deg6.00'N 14deg1.00'E,,AML1,AML2,18S rDNA,Sanger,,Microbial Ecology,2011,"Soil, but not cultivar, shapes the structure of arbuscular mycorrhizal fungal assemblages associated with strawberry","Santos-Gonzalez, J.C.; Nallanchakravarthula, S.; Alstrom, S.; Finlay, R.D."
MOA00397,HQ657116,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus1,VTX00281,plant roots,,Magnoliidae,Rosanae,Rosales,Rosaceae,Fragaria,x ananassa,anthropogenic,Anthropogenic ecosystem,pot experiment with arable field soil,temperate,Palearctic,5.97,1.61%,113 mg kg-1 (easily soluble P),0.14%,,,Europe,Sweden,Skane County,Horby,55deg50.00'N 13deg35.00'E,,AML1,AML2,18S rDNA,Sanger,,Microbial Ecology,2011,"Soil, but not cultivar, shapes the structure of arbuscular mycorrhizal fungal assemblages associated with strawberry","Santos-Gonzalez, J.C.; Nallanchakravarthula, S.; Alstrom, S.; Finlay, R.D."
MOA01039,JN131587,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,majewskii,VTX00335,cultured spores,,,,,,,,successional,Azonal & successional,maritime sand dunes,subtropical,Palearctic,,,,,,,Asia,Turkey,Adana Province,Karabucak-Tuzla,36deg43.00'N 34deg59.00'E,strain 2,AML1,AML2,18S rDNA,Sanger,,Mycologia,2012,The arbuscular mycorrhizal Paraglomus majewskii sp. nov. represents a distinct basal lineage in Glomeromycota,"Blaszkowski, J.; Kovacs, G.M.; Gaspar, B.; Balazs, T.; Buscot, F.; Ryszka, P."
MOA01038,JN131588,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,majewskii,VTX00335,cultured spores,,,,,,,,successional,Azonal & successional,maritime sand dunes,subtropical,Palearctic,,,,,,,Asia,Turkey,Adana Province,Karabucak-Tuzla,36deg43.00'N 34deg59.00'E,strain 2,AML1,AML2,18S rDNA,Sanger,,Mycologia,2012,The arbuscular mycorrhizal Paraglomus majewskii sp. nov. represents a distinct basal lineage in Glomeromycota,"Blaszkowski, J.; Kovacs, G.M.; Gaspar, B.; Balazs, T.; Buscot, F.; Ryszka, P."
MOA01037,JN131590,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,majewskii,,cultured spores,,,,,,,,successional,Azonal & successional,maritime sand dunes,subtropical,Palearctic,,,,,,,Asia,Turkey,Adana Province,Karabucak-Tuzla,36deg43.00'N 34deg59.00'E,strain 2,28G1,28G2,28S rDNA,Sanger,,Mycologia,2012,The arbuscular mycorrhizal Paraglomus majewskii sp. nov. represents a distinct basal lineage in Glomeromycota,"Blaszkowski, J.; Kovacs, G.M.; Gaspar, B.; Balazs, T.; Buscot, F.; Ryszka, P."
MOA01036,JN131592,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,majewskii,,cultured spores,,,,,,,,successional,Azonal & successional,maritime sand dunes,subtropical,Palearctic,,,,,,,Asia,Turkey,Adana Province,Karabucak-Tuzla,36deg43.00'N 34deg59.00'E,strain 2,28G1,28G2,28S rDNA,Sanger,,Mycologia,2012,The arbuscular mycorrhizal Paraglomus majewskii sp. nov. represents a distinct basal lineage in Glomeromycota,"Blaszkowski, J.; Kovacs, G.M.; Gaspar, B.; Balazs, T.; Buscot, F.; Ryszka, P."
MOA01035,JN131594,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,majewskii,VTX00335,cultured spores,,,,,,,,culture,,culture,,,,,,,,,,,,,0deg0.00' 0deg0.00',strain 1,AML1,AML2,18S rDNA,Sanger,,Mycologia,2012,The arbuscular mycorrhizal Paraglomus majewskii sp. nov. represents a distinct basal lineage in Glomeromycota,"Blaszkowski, J.; Kovacs, G.M.; Gaspar, B.; Balazs, T.; Buscot, F.; Ryszka, P."
MOA01034,JN131595,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,majewskii,VTX00335,cultured spores,,,,,,,,culture,,culture,,,,,,,,,,,,,0deg0.00' 0deg0.00',strain 1,AML1,AML2,18S rDNA,Sanger,,Mycologia,2012,The arbuscular mycorrhizal Paraglomus majewskii sp. nov. represents a distinct basal lineage in Glomeromycota,"Blaszkowski, J.; Kovacs, G.M.; Gaspar, B.; Balazs, T.; Buscot, F.; Ryszka, P."
MOA01033,JN131598,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,majewskii,VTX00335,cultured spores,,,,,,,,culture,,culture,,,,,,,,,,,,,0deg0.00' 0deg0.00',strain 1,AML1,AML2,18S rDNA,Sanger,,Mycologia,2012,The arbuscular mycorrhizal Paraglomus majewskii sp. nov. represents a distinct basal lineage in Glomeromycota,"Blaszkowski, J.; Kovacs, G.M.; Gaspar, B.; Balazs, T.; Buscot, F.; Ryszka, P."
MOA01032,JN131604,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,majewskii,,cultured spores,,,,,,,,culture,,culture,,,,,,,,,,,,,0deg0.00' 0deg0.00',strain 1,28G1,28G2,28S rDNA,Sanger,,Mycologia,2012,The arbuscular mycorrhizal Paraglomus majewskii sp. nov. represents a distinct basal lineage in Glomeromycota,"Blaszkowski, J.; Kovacs, G.M.; Gaspar, B.; Balazs, T.; Buscot, F.; Ryszka, P."
MOA01031,JN131605,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,majewskii,,cultured spores,,,,,,,,culture,,culture,,,,,,,,,,,,,0deg0.00' 0deg0.00',strain 1,28G1,28G2,28S rDNA,Sanger,,Mycologia,2012,The arbuscular mycorrhizal Paraglomus majewskii sp. nov. represents a distinct basal lineage in Glomeromycota,"Blaszkowski, J.; Kovacs, G.M.; Gaspar, B.; Balazs, T.; Buscot, F.; Ryszka, P."
MOA01030,JN131606,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,majewskii,,cultured spores,,,,,,,unspecified species,culture,,culture,,,,,,,,,,,,,0deg0.00'N 0deg0.00'E,strain 1,28G1,28G2,28S rDNA,Sanger,,Mycologia,2012,The arbuscular mycorrhizal Paraglomus majewskii sp. nov. represents a distinct basal lineage in Glomeromycota,"Blaszkowski, J.; Kovacs, G.M.; Gaspar, B.; Balazs, T.; Buscot, F.; Ryszka, P."
MOA07526,JN836502,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Meadow &amp; Zabinski12 Archaeospora_1,,plant roots,,Magnoliidae,Asteranae,Lamiales,Phrymaceae,Mimulus,guttatus,successional,Other wetlands,Geothermal area,temperate,Nearctic,,,,,,,North America,USA,Wyoming,Yellowstone National Park,44deg33.00'N 110deg51.00'W,,FLR3,FLR4,28S rDNA,Sanger,,New Phytologist,2012,Linking symbiont community structures in a model arbuscular mycorrhizal system,"Meadow, J. F.; Zabinski, C. A."
MOA25643,JQ864337,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,soil,,,,,,,,anthropogenic,Anthropogenic ecosystem,plantation,tropical,Indo-Malay,5.7,6.1 % (Soil organic C),171 mg/kg (Available P),210 g/kg (Total inorganic N),,,Asia,Thailand,Chiang Mai Province,,18deg58.00'N 99deg15.00'E,,AML1,AML2,18S rDNA,Sanger,,PLoS ONE,2014,Characterization of arbuscular mycorrhizal fungus communities of Aquilaria crassna and Tectona grandis roots and soils in Thailand plantations,"Chaiyasen, A.; Young, J. P.W.; Teaumroong, N.; Gavinlertvatana, P.; Lumyong, S."
MOA25646,JQ864340,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,soil,,,,,,,,anthropogenic,Anthropogenic ecosystem,plantation,tropical,Indo-Malay,5.7,6.1 % (Soil organic C),171 mg/kg (Available P),210 g/kg (Total inorganic N),,,Asia,Thailand,Chiang Mai Province,,18deg58.00'N 99deg15.00'E,,AML1,AML2,18S rDNA,Sanger,,PLoS ONE,2014,Characterization of arbuscular mycorrhizal fungus communities of Aquilaria crassna and Tectona grandis roots and soils in Thailand plantations,"Chaiyasen, A.; Young, J. P.W.; Teaumroong, N.; Gavinlertvatana, P.; Lumyong, S."
MOA25653,JQ864347,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,soil,,,,,,,,anthropogenic,Anthropogenic ecosystem,plantation,tropical,Indo-Malay,6.19,3.08 % (Soil organic C),149 mg/kg (Available P),200 g/kg (Total inorganic N),,,Asia,Thailand,Nakhon Nayok Province,,14deg9.00'N 101deg16.00'E,,AML1,AML2,18S rDNA,Sanger,,PLoS ONE,2014,Characterization of arbuscular mycorrhizal fungus communities of Aquilaria crassna and Tectona grandis roots and soils in Thailand plantations,"Chaiyasen, A.; Young, J. P.W.; Teaumroong, N.; Gavinlertvatana, P.; Lumyong, S."
MOA25825,JX025570,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,plant roots,,Pinidae,,,Taxaceae,Taxus,baccata,shrubland,deserts and xeric shrublands,shrubland,subtropical,Palearctic,7.4,9-15% (org C),5-6 ppm (available P),,1800-2000,600,Europe,Spain,Andalusia,Sierra de Baza Natural Park,37deg37.00'N 2deg97.00'W,,NS31,AML2,18S rDNA,Sanger,,Plant and Soil ,2013,"The influence of environmental degradation processes on the arbuscular mycorrhizal fungal community associated with yew (Taxus baccata L.), an endangered tree species from Mediterranean ecosystems of Southeast Spain","Lopez-Garcia, A.; Hempel, S.; Miranda, J. D.; Rillig, M.; Barea, J. M.; Azcon-Aguilar, C."
MOA25826,JX025572,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Lopez-Garcia13 Par281,,plant roots,,Pinidae,,,Taxaceae,Taxus,baccata,shrubland,deserts and xeric shrublands,shrubland,subtropical,Palearctic,7.4,9-15% (org C),5-6 ppm (available P),,1800-2000,600,Europe,Spain,Andalusia,Sierra de Baza Natural Park,37deg37.00'N 2deg97.00'W,,NS31,AML2,18S rDNA,Sanger,,Plant and Soil ,2013,"The influence of environmental degradation processes on the arbuscular mycorrhizal fungal community associated with yew (Taxus baccata L.), an endangered tree species from Mediterranean ecosystems of Southeast Spain","Lopez-Garcia, A.; Hempel, S.; Miranda, J. D.; Rillig, M.; Barea, J. M.; Azcon-Aguilar, C."
MOA25827,JX025573,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Lopez-Garcia13 Par281,,plant roots,,Pinidae,,,Taxaceae,Taxus,baccata,shrubland,deserts and xeric shrublands,shrubland,subtropical,Palearctic,7.4,9-15% (org C),5-6 ppm (available P),,1800-2000,600,Europe,Spain,Andalusia,Sierra de Baza Natural Park,37deg37.00'N 2deg97.00'W,,NS31,AML2,18S rDNA,Sanger,,Plant and Soil ,2013,"The influence of environmental degradation processes on the arbuscular mycorrhizal fungal community associated with yew (Taxus baccata L.), an endangered tree species from Mediterranean ecosystems of Southeast Spain","Lopez-Garcia, A.; Hempel, S.; Miranda, J. D.; Rillig, M.; Barea, J. M.; Azcon-Aguilar, C."
