MaarjAM accession number,GenBank accession number,Fungal class,Fungal order,Fungal family,Fungal genus,Fungal species,VTX,Source,Source specify,Host subclass,Host superorder,Host order,Host family,Host genus,Host species,Ecosystem,Biome,Habitat,Climatic zone,Biogeo realm,Soil pH,C content,P content,N content,Altitude (m),Average annual precipitation (mm),Continent,Country,State,Location,Coordinates,Culture code,Forward primer,Reverse primer,Marker region,Sequencing method,Sequencing chemistry,Journal,Year,Title,Authors
MOA23958,HG975623,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00026,plant roots,,Magnoliidae,Lilianae,Liliales,Melanthiaceae,Paris,quadrifolia,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23959,HG975624,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00026,plant roots,,Magnoliidae,Lilianae,Liliales,Melanthiaceae,Paris,quadrifolia,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23960,HG975625,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00026,plant roots,,Magnoliidae,Rosanae,Malpighiales,Violaceae,Viola,mirabilis,successional,Azonal & successional,clearcut,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru 2,58deg58.00'N 26deg7.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23961,HG975626,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00026,plant roots,,Magnoliidae,Rosanae,Malpighiales,Violaceae,Viola,mirabilis,successional,Azonal & successional,clearcut,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru 2,58deg58.00'N 26deg7.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23962,HG975627,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00030,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Galeobdolon,luteum,successional,Azonal & successional,clearcut,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru 2,58deg58.00'N 26deg7.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23963,HG975628,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00030,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Galeobdolon,luteum,successional,Azonal & successional,clearcut,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru 2,58deg58.00'N 26deg7.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23964,HG975629,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00030,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Galeobdolon,luteum,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23965,HG975630,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00030,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Galeobdolon,luteum,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23966,HG975631,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00030,plant roots,,Magnoliidae,Rosanae,Geraniales,Geraniaceae,Geranium,pratense,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23967,HG975632,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00030,plant roots,,Magnoliidae,Rosanae,Geraniales,Geraniaceae,Geranium,pratense,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23968,HG975633,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00030,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Ranunculaceae,Hepatica,nobilis,successional,Azonal & successional,clearcut,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru 2,58deg58.00'N 26deg7.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23969,HG975634,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00030,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Ranunculaceae,Hepatica,nobilis,successional,Azonal & successional,clearcut,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru 2,58deg58.00'N 26deg7.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23970,HG975635,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00030,plant roots,,Magnoliidae,Rosanae,Oxalidales,Oxalidaceae,Oxalis,acetosella,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23971,HG975636,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00030,plant roots,,Magnoliidae,Rosanae,Oxalidales,Oxalidaceae,Oxalis,acetosella,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23972,HG975637,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00030,plant roots,,Magnoliidae,Lilianae,Liliales,Melanthiaceae,Paris,quadrifolia,successional,Azonal & successional,clearcut,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru 2,58deg58.00'N 26deg7.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23973,HG975638,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00030,plant roots,,Magnoliidae,Lilianae,Liliales,Melanthiaceae,Paris,quadrifolia,successional,Azonal & successional,clearcut,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru 2,58deg58.00'N 26deg7.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23974,HG975639,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00030,plant roots,,Magnoliidae,Asteranae,Lamiales,Plantaginaceae,Veronica,chamaedrys,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23975,HG975640,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00030,plant roots,,Magnoliidae,Asteranae,Lamiales,Plantaginaceae,Veronica,chamaedrys,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23976,HG975641,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Rosanae,Rosales,Rosaceae,Fragaria,vesca,successional,Azonal & successional,clearcut,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru 2,58deg58.00'N 26deg7.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23977,HG975642,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Rosanae,Rosales,Rosaceae,Fragaria,vesca,successional,Azonal & successional,clearcut,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru 2,58deg58.00'N 26deg7.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23978,HG975643,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Rosanae,Rosales,Rosaceae,Fragaria,vesca,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23979,HG975644,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Rosanae,Rosales,Rosaceae,Fragaria,vesca,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23980,HG975645,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Galeobdolon,luteum,successional,Azonal & successional,clearcut,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru 2,58deg58.00'N 26deg7.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23981,HG975646,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Galeobdolon,luteum,successional,Azonal & successional,clearcut,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru 2,58deg58.00'N 26deg7.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23982,HG975647,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Galeobdolon,luteum,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23983,HG975648,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Galeobdolon,luteum,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23984,HG975649,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Rosanae,Geraniales,Geraniaceae,Geranium,pratense,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23985,HG975650,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Rosanae,Rosales,Rosaceae,Geum,rivale,successional,Azonal & successional,clearcut,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru 2,58deg58.00'N 26deg7.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23986,HG975651,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Rosanae,Rosales,Rosaceae,Geum,rivale,successional,Azonal & successional,clearcut,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru 2,58deg58.00'N 26deg7.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23987,HG975652,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Rosanae,Rosales,Rosaceae,Geum,rivale,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23988,HG975653,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Rosanae,Rosales,Rosaceae,Geum,rivale,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23989,HG975654,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Ranunculaceae,Hepatica,nobilis,successional,Azonal & successional,clearcut,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru 2,58deg58.00'N 26deg7.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23990,HG975655,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Ranunculaceae,Hepatica,nobilis,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23991,HG975656,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Ranunculaceae,Hepatica,nobilis,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23992,HG975657,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Rosanae,Malpighiales,Hypericaceae,Hypericum,maculatum,successional,Azonal & successional,clearcut,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru 2,58deg58.00'N 26deg7.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23993,HG975658,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Rosanae,Malpighiales,Hypericaceae,Hypericum,maculatum,successional,Azonal & successional,clearcut,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru 2,58deg58.00'N 26deg7.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23994,HG975659,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Rosanae,Oxalidales,Oxalidaceae,Oxalis,acetosella,successional,Azonal & successional,clearcut,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru 2,58deg58.00'N 26deg7.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23995,HG975660,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Rosanae,Oxalidales,Oxalidaceae,Oxalis,acetosella,successional,Azonal & successional,clearcut,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru 2,58deg58.00'N 26deg7.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23996,HG975661,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Rosanae,Oxalidales,Oxalidaceae,Oxalis,acetosella,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
MOA23997,HG975662,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Lilianae,Liliales,Melanthiaceae,Paris,quadrifolia,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forest,temperate,Palearctic,,,,,,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Plant and Soil ,2017,Arbuscular mycorrhizal fungal communities in forest plant roots are simultaneously shaped by host characteristics and canopy-mediated light availability,"Koorem, K.; Tulva, I.; Davison, J.; Jairus, T.; Opik, M.; Vasar, M.; Zobel, M.; Moora, M."
